title,label
"Изобразительное искусство. Твоя мастерская. Рабочая тетрадь. 7 класс| Гуров Г. Е., Питерских А. С.","рабочая_тетрадь"
"История Древнего мира. Контурные карты. 5 класс| Друбачевская Ирина Леонидовна, Уколова Ирина Евгеньевна","контурные_карты"
"Русский язык. Рабочая тетрадь. 6 класс| Ефремова Елена Александровна","рабочая_тетрадь"
"Русский язык. Тесты. 1 класс. (Перспектива)| Михайлова Светлана Юрьевна","диагностические_материалы"
"Математика. Рабочая тетрадь. 3 класс. Часть 1 (Перспектива)| Дорофеев Георгий Владимирович, Миракова Татьяна Николаевна","рабочая_тетрадь"
"Мир природы и человека. Рабочая тетрадь. 3 класс. (для обучающихся с интеллектуальными нарушениями)| Матвеева Н. Б., Попова Мария Анатольевна","рабочая_тетрадь"
"Алгебра. Рабочая тетрадь. 8 класс. Часть 1| Миндюк Нора Григорьевна, Шлыкова Инга Соломоновна","рабочая_тетрадь"
"История. История России. 10 класс. Учебник. Базовый и углублённый уровни. Часть 1| Горинов Михаил Михайлович, Данилов Александр Анатольевич","учебник"
"Литературное чтение. Тетрадь учебных достижений. 4 класс. (Школа России)| Стефаненко Наталия Алексеевна","диагностические_материалы"
"Английский язык. 8 класс. Учебник. Enjoy English| Биболетова Мерем Забатовна, Трубанева Наталья Николаевна","учебник"
"Немецкий язык. Рабочая тетрадь. 9 класс| Захарова О. Л., Билер Карл Хайнц","рабочая_тетрадь"
"Английский язык. Диагностика планируемых результатов. 7 класс| Смирнова Е. Ю.","диагностические_материалы"
"Литературное чтение. 1 класс. Учебник. В 2 ч. Часть 2 (ФП 2022)","учебник"
"Русский язык. Рабочая тетрадь. 2 класс. Часть 1 (Школа России)| Канакина Валентина Павловна","рабочая_тетрадь"
"Сборник задач по физике. 7-9 классы.| Лукашик Владимир Иванович, Иванова Елена Владимировна","сборники_задач"
"Английский язык. Рабочая тетрадь. 4 класс В 2-х ч. Ч. 2","рабочая_тетрадь"
"Окружающий мир. Летние задания. Переходим в 3-й класс","развивающие_пособия"
"Окружающий мир. Рабочая тетрадь. 2 класс. В 2-х ч. Ч. 2 (ФП 2022)","рабочая_тетрадь"
"География. Контурные карты. 6 класс. (Полярная звезда) (ФП 2022)","контурные_карты"
"Математика. Вероятность и статистика. 7-9 классы. Базовый уровень. Учебник. В 2-ч. Часть 1 (ФП 2022)","учебник"
"Индивидуальный проект. 10-11 классы. Учебное пособие для общеобразовательных организаций","методические_пособия"
"Технология. Рабочая тетрадь. 1 класс + вкладка. ФГОС| Лутцева Елена Андреевна","рабочая_тетрадь"
"Русский язык. 5 класс. Учебное пособие. В 3 ч. Часть 1 (для слабовидящих обучающихся)| Рыбченкова Лидия Макаровна","учебник"
"Математика. Арифметика. Геометрия. Тетрадь - экзаменатор. 5 класс. Учебное пособие для общеобразовательных организаций. (Сферы)| Сафонова Наталья Васильевна","рабочая_тетрадь"
"Изобразительное искусство. 2 класс. Учебное пособие. В 2 ч. Часть 1 (для слабовидящих обучающихся)","учебник"
"Конструируем красивую речь. Игра с текстом. 4 класс| Синицын В. А.","методические_пособия"
"Аверин 5 класс Немецкий язык. Второй иностранный язык. Рабочая тетрадь","рабочая_тетрадь"
"Семакин Информатика. 8 класс Учебник (Бином)","учебник"
"География. 7 класс. Учебное пособие. В 3 ч. Часть 1 (для слабовидящих обучающихся)","учебник"
"Пономарёва 6 класс Биология Рабочая тетрадь № 1","рабочая_тетрадь"
"Русский язык. 8 класс. Практика. Учебник| Пичугов Юрий Степанович, Еремеева Ангелина Павловна","учебник"
"Кузовлев Английский язык 3 класс Рабочая тетрадь","рабочая_тетрадь"
"Колесникова Прописи для дошкольников 5-6 лет","прописи"
"Окружающий мир 2 класс Проверочные работы по окружающему миру Чудинова","диагностические_материалы"
"География. 7 класс. Учебное пособие. В 3 ч. Часть 3 (для слабовидящих обучающихся)","учебник"
"Климанова Мой алфавит Прописи 1 класс Ч.2","прописи"
"Атлас. История Нового времени. XIXв. 8 класс","контурные_карты"
"Давыдов Горбов Математика 4 кл. Раб. тетрадь 2 ч. (Бином) ФГОС","рабочая_тетрадь"
"География. 7 класс. Учебное пособие. В 3 ч. Часть 2 (для слабовидящих обучающихся)","учебник"
"Русский язык. Пишем грамотно. 4 класс. Рабочая тетрадь. Часть 1| Кузнецова Марина Ивановна","рабочая_тетрадь"
"Математика 1 класс. Проверочные работы к новому ФП. УМК Школа России. ФГОС | Волкова Светлана Ивановна", "диагностические_материалы"
"География. 8 класс. Учебник ФГОС. Полярная звезда| Алексеев Александр Иванович, Николина Вера Викторовна",учебник
"Обучение грамоте. Тесты. 1 класс. ФГОС| Игнатьева Т.",диагностические_материалы
"Канакина Русский язык 2 класс Рабочая тетрадь Часть 2",рабочая_тетрадь
"Окружающий мир 1 класс Учебник Часть 1 Плешаков ШР",учебник
"Моро (Тетрадь по математике 2 класс КОМПЛЕКТ Часть 1,2 Волкова С. И.| Моро Мария Игнатьевна)",рабочая_тетрадь
"Математика. 4 класс. Учебник. Часть 1. ФГОС| Моро М. И., Бантова Мария Александровна",учебник
"Комплект учебников 1 класс УМК Школа России 7 учебников",учебник
"Математика. Тесты. 2 класс (Школа России)| Волкова Светлана Ивановна",диагностические_материалы
"Готовимся к Всероссийской проверочной работе. Окружающий мир. Рабочая тетрадь. 4 класс| Демидова Марина Юрьевна",рабочая_тетрадь
"Физика. 10 класс. Учебное пособие. В 4 ч. Часть 3 (для слабовидящих обучающихся)| Мякишев Геннадий Яковлевич",учебник
"Музыка. 6 класс. Учебное пособие. В 2 ч. Часть 1 (для слабовидящих обучающихся)",учебник
"Русский язык. 9 класс. Учебное пособие. В 2 ч. Часть 2 (для слабовидящих обучающихся)",учебник
"Всеобщая история. Новейшая история. 10 класс. Учебник. Базовый и углублённый уровни| Сороко-Цюпа Олег Стефанович, Сороко-Цюпа Андрей Олегович",учебник
"Мой мир звуков. Произносим звуки Ш, Ж, Ч, Щ.| Ишимова Ольга Анатольевна",пособия_для_дошкольников
"Математика 1 класс 15 комплектов рабочих тетрадей Моро",рабочая_тетрадь
"Азбука Русский язык 1 класс Часть 1 Горецкий Учебник НФП",учебник
"Математика 1 класс 10 комплектов рабочих тетрадей Моро",рабочая_тетрадь
"География. 8 класс. Контурные карты",контурные_карты
"Физика. 9 класс. Учебник| Перышкин И. М.",учебник
"Математика. Рабочая тетрадь. 2 класс. В 2 частях. Часть 1| Моро М. И., Волкова Светлана Ивановна",рабочая_тетрадь
"Математика. Тесты. 4 класс. ФГОС| Волкова Светлана Ивановна",диагностические_материалы
"Обществознание. Проверочные работы. 6 класс. ФГОС| Лобанов И.",диагностические_материалы
"Информатика. Часть 1. Базовый уровень. Учебное пособие для СПО| Босова Л. Л.",учебник
"Окружающий мир. 1 класс. Учебное пособие. В 4 ч. Часть 3 (для слабовидящих обучающихся)",учебник
"История нового времени. Конец XV - XVII вв. 7 класс. Контурные карты. Новый историко-культурный стандарт. Линейная структура курса| Курбский Н. А.",контурные_карты
"История России. 7 класс. Учебное пособие. В 4 ч. Часть 4 (для слабовидящих обучающихся)",учебник
"Изобразительное искусство. Искусство и ты. Учебник. 2 класс| Коротеева Елена Ивановна",учебник
"Литературное чтение. 2 класс. Учебное пособие. В 4 ч. Часть 4 (для слабовидящих обучающихся)",учебник
"Изобразительное искусство. 3 класс. Учебное пособие. В 2 ч. Часть 1 (для слабовидящих обучающихся)| Горяева Нина Алексеевна",учебник
"Обществознание. Проверочные работы. 6 класс. ФГОС| Лобанов И.",диагностические_материалы
"Физика. 8 класс. Дидактические материалы. ФГОС| Марон Абрам Евсеевич, Марон Евгений Абрамович",сборники_задач
"Литература. Рабочая тетрадь. 7 класс. В 2 ч. Часть 1. ФГОС| Ахмадуллина Роза Габдулловна",рабочая_тетрадь
"Информатика. 7 класс. Базовый уровень. Учебник. ФГОС| Босова Людмила Леонидовна, Босова Анна Юрьевна",учебник
"Всероссийские проверочные работы. Математика. Рабочая тетрадь. 4 класс. Часть 2| Сопрунова Наталия Александровна",рабочая_тетрадь
"Окружающий мир. Рабочая тетрадь. 2 класс. Часть 2 (Перспектива)| Плешаков Андрей Анатольевич, Новицкая Марина Юрьевна",рабочая_тетрадь
"Spotlight Starter: Workbook / Английский язык. Рабочая тетрадь к учебному пособию для начинающих. (Английский в фокусе)| Быкова Надежда Ильинична, Дули Дженни",рабочая_тетрадь
"Английский язык. 8-9 классы. Устная часть ОГЭ. Практикум. Forward| Вербицкая Мария Валерьевна, Нечаева Екатерина Николаевна",тренажеры
"География. 6 класс. Контурные карты",контурные_карты
"Шаг в медицину. Анатомия и физиология человека. Здоровье человека. Учебное пособие с цифровым дополнением| Бирюкова Наталья Викторовна",учебник
"Вероятность и статистика. 7-9 классы. Учебник Часть 1 ФГОС| Высоцкий Иван Ростиславович",учебник
"Математика. Рабочая тетрадь. 3 класс. Часть 1 ФГОС| Моро Мария Игнатьевна, Волкова Светлана Ивановна",рабочая_тетрадь
"Литература. Рабочая тетрадь. 7 класс. Часть 1| Ахмадуллина Роза Габдулловна",рабочая_тетрадь
"Физика. 7 класс. Базовый и углублённый уровни. Лабораторный практикум| Холина Светлана Александровна, Березин Валерий Владимирович",рабочая_тетрадь
"Изобразительное искусство. Твоя мастерская. Рабочая тетрадь. 3 класс. ФГОС| Горяева Нина Алексеевна",рабочая_тетрадь
"АЗБУКА. Мой первый учебник| Игнатьева Лариса Викторовна, Колесникова Елена Владимировна",учебник
"Готовимся к сочинению 6 класс. Тетрадь-практикум для развития письменной речи| Шапиро Надежда Ароновна",методические_пособия
"Мультитренажёр по развитию речи, внимания, памяти, мышления. Часть 4. Для дошкольников от 4 лет. ФГОС ДО| Теремкова Наталья Эрнестовна",тренажеры
"Всеобщая история 8 класс. История Нового времени. Учебник. ФГОС| Баранов Петр Анатольевич, Юдовская Анна",учебник
"Русский язык 4 класс. Рабочая тетрадь. Комплект из 2-х тетрадей. ФГОС. УМК ""Школа России""| Канакина Валентина Павловна",рабочая_тетрадь
"Мой алфавит. Прописи. 1 класс. Часть 1. (Перспектива)| Климанова Людмила Федоровна",прописи
"Русский язык: предварительный контроль, текущий контроль, итоговый контроль. 4 класс (Школа России)| Курлыгина Ольга Евгеньевна, Харченко Ольга Олеговна",диагностические_материалы
"Литературное чтение. Рабочая тетрадь. 4 класс (Школа России)| Виноградская Людмила Андреевна, Бойкина Марина Викторовна",рабочая_тетрадь
"Технология. 7 класс. Учебное пособие. В 2 ч. Часть 1 (для слабовидящих обучающихся)",учебник
"Английский язык. Рабочая тетрадь. 7 класс| Покидова Анастасия Дмитриевна",рабочая_тетрадь
"Всероссийские проверочные работы. Математика. Рабочая тетрадь. 4 класс. Часть 1.| Сорочан Екатерина Михайловна, Шноль Дмитрий Эммануилович",рабочая_тетрадь
"Русский язык. Рабочая тетрадь. 8 класс. В 2-х частях. Комплект 2025. ФГОС| Бондаренко Марина Анатольевна",рабочая_тетрадь
"Корешкова 2 класс Потренируйся! Тетрадь для самостоятельных работ.Ч.1| Соловейчик Марина Сергеевна",диагностические_материалы
"Химия. 8 класс. Углублённый уровень. Учебник| Габриелян Олег Саргисович, Остроумов Игорь Геннадиевич",учебник
"Окружающий мир 1 класс Поверочные работы Плешаков| Плешаков Андрей Анатольевич",диагностические_материалы
"Окружающий мир. Летние задания. Переходим в 4-й класс (Школа России)| Казанцева Ирина Викторовна, Архипова Юнонна Ивановна",развивающие_пособия
"Русский язык. Раздаточный материал. 4 класс ФГОС| Канакина Валентина Павловна",диагностические_материалы
"Окружающий мир. Проверочные работы. 4 класс. (Школа России)| Плешаков Андрей Анатольевич, Крючкова Елена Алексеевна",диагностические_материалы
"Школьный орфографический словарь| Ушаков Дмитрий Николаевич, Крючков Сергей Ефимович",справочник
"Литература. 5 класс. Учебник. Часть 1 ФГОС| Коровина Вера Яновна",учебник
"Информатика 5-6 класс Практикум по программированию в среде Scratch| Босова Людмила Леонидовна, Сорокина Татьяна Евгеньевна",учебник
"Мой алфавит. Прописи. 1 класс. Часть 2. (Перспектива)| Климанова Людмила Федоровна",прописи
"Обществознание. 6 класс. Учебник ФГОС| Боголюбов Леонид Наумович",учебник
Селиванова. Французский. Второй иностранный. Сборник. 8 класс | Селиванова Наталья Алексеевна, рабочая_тетрадь
Истории России. XIX-начало XX века. 9 класс. Атлас. Новый историко-культурный стандарт | Приваловский Алексей Никитич, контурные_карты
"Английский язык. 7 класс. Учебник. Английский в фокусе. Spotlight| Ваулина Юлия Евгеньевна, Дули Дженни",учебник
"География. Атлас. 10-11 классы. Базовый уровень| Заяц Дмитрий Викторович",контурные_карты
"Звездный английский. 5 класс. Учебник. ФГОС Новый.",учебник
"Прописи Мой алфавит 1 класс Климанова Л.Ф. Комплект в 2-х частях. Перспектива (новое издание)| Климанова Людмила Федоровна, Пудикова Нина Афанасьевна",прописи
"Окружающий мир 1 класс. Рабочая тетрадь к новому учебному пособию. Виноградова Н. Ф.",рабочая_тетрадь
"Русский язык. Рабочая тетрадь. 4 класс. Часть 2 ФГОС| Канакина Валентина Павловна",рабочая_тетрадь
"Русский родной язык. Практикум. 7 класс| Александрова Ольга Макаровна",методические_пособия
"Прописи Безруких М. М. 1 класс (новые) Комплект из 3-х частей. УМК Начальная школа 21 века| Безруких Марьяна Михайловна",прописи
"История нового времени. XVIII в. 8 класс. Контурные карты. Новый историко-культурный стандарт. Линейная структура курса",контурные_карты
"Литература. Рабочая тетрадь. 6 класс. В 2-х частях. Комплект 2025. ФГОС| Ахмадуллина Роза Габдулловна",рабочая_тетрадь
"Русский язык. Рабочая тетрадь. 4 класс. В 2-х частях. Комплект 2025| Канакина Валентина Павловна",рабочая_тетрадь
"Русский язык. 2 класс. Рабочая тетрадь. Часть 2| Желтовская Любовь Яковлевна",рабочая_тетрадь
"Биология. 5-6 классы. Учебное пособие. В 2 ч. Часть 1 (для слабовидящих обучающихся)",учебник
"География. Материки, океаны, народы и страны. 7 класс| Душина Ираида Владимировна, Смоктунович Татьяна Леонидовна",учебник
"Письмо. Различаю гласные звуки. Правильно пишу. Тетрадь-помощница. Учебное пособие для учащихся начальных классов общеобразовательных организаций.| Ишимова Ольга Анатольевна, Дерябина Елена Викторовна",рабочая_тетрадь
"История. История России. 7 класс. Учебник. Часть 2| Арсентьев Николай Михайлович, Данилов Александр Анатольевич",учебник
"Математика. Вероятность и статистика. 7-9 классы. Углублённый уровень. Задачник. Учебное пособие| Ткачева М. В.",учебник
"Всеобщая история. История Нового времени. Конец XVXVII век. 7 класс. Рабочая тетрадь| Юдовская А. Я., Баранов Петр Анатольевич",рабочая_тетрадь